name,state,city
Wade College,TX,Dallas
Southern Careers Institute Inc,TX,Austin
Mountain View College,TX,Dallas
Everest Institute - San Antonio,TX,San Antonio
Montessori Teacher Education Institute - Houston,TX,Houston
Tint School of Make-Up & Cosmetology,TX,Irving
Navarro College,TX,Corsicana
"Neilson Beauty College, Inc.",TX,Dallas
North Harris Montgomery Community College District,TX,The Woodlands
North Lake College,TX,Irving
University of North Texas,TX,Denton
Northeast Texas Community College,TX,Mount Pleasant
Oblate School of Theology,TX,San Antonio
The Ocean Corporation,TX,Houston
Odessa College,TX,Odessa
Ogle School of Hair Skin and Nails,TX,Arlington
Ogle School of Hair Skin Nails,TX,Fort Worth
Our Lady of the Lake University,TX,San Antonio
The University of Texas - Pan American,TX,Edinburg
The University of Texas at Brownsville and Texas Southmost College,TX,Brownsville
Panola College,TX,Carthage
Paris Junior College,TX,Paris
Paul Quinn College,TX,Dallas
Prairie View A & M University,TX,Prairie View
Ranger College,TX,Ranger
Rice University,TX,Houston
Richland College,TX,Dallas
Kaplan College - McAllen,TX,McAllen
St. Edward's University,TX,Austin
St. Philip's College,TX,San Antonio
Sam Houston State University,TX,Huntsville
San Antonio College,TX,San Antonio
San Jacinto College District,TX,Pasadena
Schreiner University,TX,Kerrville
Seguin Beauty School,TX,Seguin
St. Mary's University,TX,San Antonio
South Plains College,TX,Levelland
South Texas College of Law,TX,Houston
South Texas Vo-Tech Institute,TX,Weslaco
South Texas Vocational Technical Institute - McAllen,TX,McAllen
Southern Methodist University,TX,Dallas
Southwest School of Business and Technical Careers,TX,San Antonio
Southwest Institute of Technology,TX,Austin
Southwest Texas Junior College,TX,Uvalde
Southwestern Assemblies of God University,TX,Waxahachie
Southwestern University,TX,Georgetown
Stephen F Austin State University,TX,Nacogdoches
Texas State University - San Marcos,TX,San Marcos
Southwestern Adventist University,TX,Keene
Southwestern Baptist Theological Seminary,TX,Fort Worth
Southwestern Christian College,TX,Terrell
Sul Ross State University,TX,Alpine
Tarleton State University,TX,Stephenville
Tarrant County College District,TX,Fort Worth
Temple College,TX,Temple
University of Texas Southwestern Medical Center at Dallas,TX,Dallas
The University of Texas Health Science - San Antonio,TX,San Antonio
The University of Texas Medical Branch,TX,Galveston
Texas State Technical College - Waco,TX,Waco
Texarkana College,TX,Texarkana
Texas A & M University - Kingsville,TX,Kingsville
Texas A & M University,TX,College Station
The University of Texas at Arlington,TX,Arlington
University of Texas at Austin,TX,Austin
The University of Texas at Dallas,TX,Richardson
The University of Texas at El Paso,TX,El Paso
The University of Texas at Tyler,TX,Tyler
Texas Chiropractic College,TX,Pasadena
Texas Christian University,TX,Fort Worth
Texas College,TX,Tyler
University of North Texas Health Science Center at Fort Worth,TX,Forth Worth
Texas Lutheran University,TX,Seguin
The University of Texas of the Permian Basin,TX,Odessa
The University of Texas at San Antonio,TX,San Antonio
Texas School of Business Inc,TX,Houston
Texas Southern University,TX,Houston
Texas Southmost College,TX,Brownsville
Texas Tech University,TX,Lubbock
Texas Vocational Schools,TX,Victoria
Texas Wesleyan University,TX,Fort Worth
Texas Woman's University,TX,Denton
Tri-State Cosmetology Institute,TX,El Paso
Trinity University,TX,San Antonio
The University of Texas Health Science Center at Houston,TX,Houston
Texas State Technical College - Harlingen,TX,Harlingen
Texas State Technical College - West Texas,TX,Sweetwater
Texas Tech University Health Sciences Center,TX,Lubbock
Tyler Junior College,TX,Tyler
Universal Technical Institute of Texas Inc,TX,Houston
University of Cosmetology Arts & Sciences - McAllen,TX,McAllen
Vernon College,TX,Vernon
Victoria Beauty College Inc,TX,Victoria
Victoria College,TX,Victoria
International Renowned Beauty Academy,TX,Fort Worth
Wayland Baptist University,TX,Plainview
Weatherford College,TX,Weatherford
West Texas A & M University,TX,Canyon
Western Texas College,TX,Snyder
Wharton County Junior College,TX,Wharton
Wiley College,TX,Marshall
Parker University,TX,Dallas
Career Centers of Texas - El Paso,TX,El Paso
Houston Graduate School of Theology,TX,Houston
Palo Alto College,TX,San Antonio
University of Cosmetology Arts & Sciences - San Antonio,TX,San Antonio
Central Texas Beauty College,TX,Round Rock
Austin Graduate School of Theology,TX,Austin
Collin County Community College District,TX,Plano
Ogle School of Hair Skin Nails - Hurst,TX,Hurst
Paul Mitchell The School - Houston,TX,Houston
ATI Career Training Center - Dallas,TX,Dallas
ATI Career Training Center - North Richland Hills,TX,North Richland Hills
Star College of Cosmetology 4,TX,Longview
Border Institute of Technology,TX,El Paso
Career Academy Inc,TX,Texarkana
Kaplan College - San Antonio,TX,San Antonio
Vista College,TX,El Paso
Commonwealth Institute of Funeral Service,TX,Houston
Northwest Educational Center,TX,Houston
PCI Health Training Center,TX,Dallas
Baylor University Medical Center,TX,Dallas
Lighthouse College,TX,Dallas
Royal Beauty Careers,TX,South Houston
Aveda Institute-Houston,TX,Conroe
Remington College-Fort Worth Campus,TX,Fort Worth
School of Automotive Machinists,TX,Houston
Sebring Career Schools,TX,Houston
SW School of Business and Technical Careers-Cosmetology,TX,San Antonio
SW School of Business and Technical Careers,TX,Eagle Pass
S.W. School of Business and Technical Careers,TX,Uvalde
Texas College of Cosmetology,TX,Abilene
Astrodome Career Centers,TX,Houston
Center for Advanced Legal Studies,TX,Houston
Houston Training Schools,TX,Houston
Remington College-Houston Campus,TX,Houston
Polytechnic Institute,TX,Houston
Kaplan College - Dalllas,TX,Dallas
Star College of Cosmetology 2,TX,Tyler
Milan Institute of Cosmetology,TX,Amarillo
College of Biblical Studies-Houston,TX,Houston
Sylvia's International School of Beauty,TX,Houston
ICC Technical Institute,TX,Houston
The College of Health Care Professions,TX,Houston
Medvance Institute,TX,Houston
Tri-State Cosmetology Institute 1,TX,El Paso
INTERNATIONAL BUSINESS SCHOOL-SHERMAN CAMPUS,TX,SHERMAN
University of Cosmetology Arts & Sciences - Harlingen,TX,Harlingen
Texas State Technical College Marshall,TX,Marshall
South Texas College,TX,McAllen
Baldwin Beauty School,TX,Austin
Careers Unlimited Beauty School,TX,Houston
Faris Computer School,TX,Nederland
Velma B's Beauty Academy,TX,Dallas
Stephenville Beauty College,TX,Stephenville
Pipo Academy of Hair Design,TX,El Paso
Tint School of Make-Up & Cosmetology - Dallas,TX,Dallas
The College of Saints John Fisher and Thomas More,TX,Fort Worth
Northwest Vista College,TX,San Antonio
Mid-Cities Barber College,TX,Grand Prairie
American College of Acupuncture and Oriental Medicine,TX,Houston
AOMA Graduate School of Integrative Medicine,TX,Austin
Arlington Medical Institute,TX,Arlington
Texas College of Traditional Chinese Medicine,TX,Austin
International Beauty College 3,TX,Garland
Dolphin Technical Institute,TX,Beaumont
Center for Employment Training - Socorro,TX,Socorro
Cosmetology Career Institute,TX,Greenville
Southwestern Professional Institute,TX,Houston
Toni & Guy Hairdressing Academy - Carrollton,TX,Carrollton
Star College of Cosmetology,TX,Nacogdoches
Advanced Barber College and Hair Design,TX,Weslaco
Dallas Nursing Institute,TX,Dallas
Milan Institute - San Antonio,TX,San Antonio
Vanguard Institute of Technology,TX,Pharr
Everest Institute - Houston,TX,Houston
International Business School--MCKINNEY,TX,MCKINNEY
Quest College,TX,San Antonio
Coryell Cosmetology College,TX,Gatesville
Texas Barber College and Hairstyling School  - Houston,TX,Houston
Kussad Institute of Court Reporting,TX,Austin
Lamar Institute of Technology,TX,Beaumont
MJ's Beauty Academy Inc,TX,Dallas
Aviation Institute of Maintenance - Dallas,TX,Dallas
State Beauty Academy,TX,Duncanville
Behold Beauty Academy,TX,Houston
Everest Institute - Austin,TX,Austin
Healthy Hair Academy - Dallas,TX,Dallas
Dallas Barber and Stylist College,TX,Dallas
Jay's Technical Institute,TX,Houston
Trend Barber College,TX,Houston
Valley Grande Institute for Academic Studies,TX,Weslaco
Career Centers of Texas - Brownsville,TX,Brownsville
Kaplan College - Corpus Christi,TX,Corpus Christ
Baptist University of the Americas,TX,San Antonio
Culinary Academy of Austin,TX,Austin
Culinary Institute Alain and Marie LeNotre,TX,Houston
Brown Mackie College - Fort Worth,TX,Hurst
Kaplan College - Fort Worth,TX,Fort Worth
Maternidad La Luz,TX,El Paso
Brite Divinity School of Texas Christian University,TX,Ft. Worth
Defense Language Institute-English Language Center,TX,Lackland AFB
Texas International Education Consortium,TX,Austin
A New Beginning School of Massage,TX,Austin
Hallmark College of Aeronautics,TX,San Antonio
Sterling Health Center,TX,Addison
Dallas Montessori Teacher Education Program (AMS),TX,Dallas
Southwestern Montessori Training Center (IND),TX,Denton
I.T.S. Academy of Beauty - El Paso,TX,El Paso
Houston Ballet Ben Stevenson Academy,TX,"Houston,"
Jones Beauty College #4,TX,Lewisville
Baylor College of Dentistry of Tx A&M Health Sci Ctr,TX,Dallas
School of Health Care Sciences - Air Force,TX,Sheppard AFB
AmesEd,TX,Fort Worth
US Army Medical Department Center and School,TX,Fort Sam Houston
David L. Carrasco Job Corps Center,TX,El Paso
Inter-American Air Forces Academy,TX,Lackland AFB
The University of Texas School of Health Professions,TX,Houston
Brown Mackie College - Dallas,TX,Garland
Business Skills Institute - El Paso,TX,El Paso
International Business School - Denton,TX,Denton
International Business School--MIDLAND,TX,MIDLAND
Hendrick Medical Center,TX,Abilene
I.T.S. Academy of Beauty - Odessa,TX,Odessa
I.T.S. Academy of Beauty - Denton,TX,Denton
I.T.S. Academy of Beauty - Plano,TX,Plano
I.T.S. Academy of Beauty - Wichita Falls,TX,Wichita Falls
Aims Academy - Grand Prairie,TX,GRAND PRAIRIE
Sherman Cosmetology College,TX,Sherman
National Association of Medical Staff Services,TX,Austin
Allied Career Center,TX,Carrollton
Rio Grande Bible Institute,TX,Edinburg
Allied Career Center - Dallas,TX,Dallas
"CCI Training Center, Inc. - Arlington",TX,Arlington
"Professional Careers Institute, Inc. - Houston",TX,Houston
Tri-State Semi Driver Training - Palmer,TX,Palmer
American Institute of Allied Health,TX,Lewisville
Hands on Therapy,TX,Mesquite
PCI Health Training Center - Richardson,TX,Richardson
Remington College - North Houston Campus,TX,Houston
Computer Labs,TX,El Paso
A and B Training Academy,TX,Houston
Career Academy of Texas,TX,Grapevine
AIMS Academy,TX,Carrollton
Champion Beauty College,TX,Houston
Houston's Training and Education Center,TX,Houston
Professional Career Training Institute,TX,Houston
South Texas Barber College,TX,Corpus Christi
Texas Health School,TX,Houston
U. S. Army Medical Department Center and School,TX,San Antonio
Graduate Institute of Applied Linguistics,TX,Dallas
Academy of Hair Design Inc.,TX,Jasper
Mai-trix Beauty College,TX,Houston
North West Beauty School,TX,Houston
The Woodhouse School of Wellness,TX,Victoria
Touch of Class School of Cosmetology #2,TX,McKinney
Aveda Institute Houston,TX,Shenandoah
Southwest Career College,TX,El Paso
Cardiotech Ultrasound School,TX,Houston
Michael E. DeBakey VA Medical Center,TX,Houston
Presbyterian Hospital of Dallas Dietetic Internship,TX,Dallas
Texas WIC Dietetic Internship,TX,Austin
U.S. Military Dietetic Internship Consortium,TX,Fort Sam Houston
Amarillo VA Healthcare System Residency in Primary Eye Care,TX,Amarillo
Brooke Army Medical Center,TX,Fort Sam Houston
United States Air Force Residency in Primary Eye Care,TX,Lackland AFB
University of Houston Residency in Family Practice Optometry,TX,Houston
University of Houston Residency in Low Vision Rehabilitation,TX,Houston
University of Houston Residency in Pediatric Optometry,TX,Houston
University of Houston Residency in Cornea and Contact Lens,TX,Houston
Wilford Hall Medical Center,TX,Lackland AFB
Veterans Affairs Medical Center - Dallas TX,TX,Dallas
Deer Oaks Mental Health Associates Residency in Clinical Psychology,TX,McAllen
"Veterans Affairs Medical Center, Temple - TX Advanced Education in General Dentistry 12 Months",TX,Temple
Veterans Affairs Medical Center - San Antonio TX,TX,San Antonio
Baylor College of Medicine/Texas Children's Hospital Psychology Internship,TX,Houston
Cypress-Fairbanks Independent School District Psychology Internship,TX,Cypress
Dallas Independent School District Psychology Internship,TX,Dallas
Dallas Metropolitan Consortium in Psychology Predoctoral Internship,TX,Dallas
"Federal Medical Center, Carswell Psychology Internship",TX,Fort Worth
Federal Correctional Institution - Fort Worth Psychology Internship,TX,Fort Worth
Fort Worth Independent School District Psychology Internship,TX,Fort Worth
Houston Independent School District Psychology Internship,TX,Houston
Lewisville Independent School District Psychology Internship,TX,Lewisville
"Salesmanship Club Youth and Family Centers, Inc. Psychology Internship",TX,Dallas
University of Texas Medical School at Houston Psychology Internship,TX,Houston
Paul Mitchell the School Austin,TX,Pflugerville
Manuel & Theresa's School of Hair Design,TX,Bryan
Bilingual Education Institute,TX,Houston
Center of English Language,TX,Dallas
House of Tutors Learning Centers USA,TX,Austin
John M. Jennings & Associates Dale Carnegie Training,TX,Dallas
"Language Plus, Inc.",TX,El Paso
"Leadership Excellence, Inc. Dale Carnegie Training",TX,Houston
Leadership Training Dale Carnegie Training,TX,Amarillo
360 Degrees Beauty Academy,TX,Houston
Children's Medical Center of Dallas,TX,Dallas
CHRISTUS SPOHN Hospital Corpus Christi,TX,Corpus Christi
Harris Methodist Health System,TX,Fort Worth
Hillcrest Health System,TX,Waco
Huguley Hospital,TX,Fort Worth
Methodist Health System,TX,Dallas
Methodist Healthcare System,TX,San Antonio
Parkland Health & Hospital System,TX,Dallas
Seton Healthcare Network Seton Shoal Creek Hospital,TX,Austin
Memorial Hermann Hospital/Memorial Hermann Children's Hospital,TX,Houston
St. Joseph Regional Health Center,TX,Bryan
St. Luke's Episcopal Hospital,TX,Houston
Scott and White Memorial Hospital,TX,Temple
Valley Baptist Health System,TX,Harlingen
Baptist Medical Center,TX,San Antonio
Job Ready Training,TX,Austin
US Army - Baylor University,TX,Fort Sam Houston
82nd Medical Group/Sheppard AFB-Dental Squadron Advanced Education in General Dentistry 12 Months,TX,Sheppard AFB
US Army Dental Activity/Fort Hood Advanced Education in General Dentistry 24 Months,TX,Fort Hood
Willow Bend Cosmetic Surgery Center,TX,Plano
Wilford Hall Medical Center-59th Dental Squadron,TX,Lackland AFB
Duvall's School of Cosmetology,TX,Bedford
Diamonds Cosmetology College,TX,Sherman
Southeast Texas Career Institute,TX,Silsbee
Advanced Beauty College,TX,Irving
R. C. Freedom Ministries,TX,San Antonio
Mediatech Institute,TX,Irving
Brooke Army Medical Center Residency in Primary Eye Care,TX,Fort Sam Houston
Corpus Christi Beauty Academy,TX,Corpus Christi
Capitol City Careers,TX,Austin
Avenue Five Institute,TX,Austin
Interactive Learning Systems,TX,Pasadena
South Texas Training Center,TX,San Benitio
Trinity Mother Frances Health System,TX,Tyler
Cannon Institute of Higher Learning,TX,Dallas
